1 			2         3 			4 			8 			9 			10 			11 			12 			13 			14 			15 			16 			17 			M047 		M048 		M046 		T004 		M045		 M050 		L001 		M044 		D004 		M043 		E002 		T005 		M042 		L002 		M027 		L003 		M028 		M029 		M037 		D003 		M030 		D005 		M038 		L005 		M031 		T003 		M036 		M032 		M035 		M033 		M034 		L004 		M039 		L006 		F001 		M040		D006 		M041 		L007 		F002		M004 		M005 		D002 		M011		M012 		M003 		M006		T001 		M010 		M013		M009 		R002 		M002 		M007 		M014 		D013 		I011 		I012 		M008 		M001 		M015        M023 		M016		D012 		D008 		D009 		D016 		M022 		D010 		L010 		M017 		T002 		R001 		D007 		D014 		D015 		M018 		M019 		M021 		M026 		L009 		M025 		M024 		D001 		M020 		L011 		D011 		M051
0.015874835 0.003822036 0.003828994 0.003824458 0.007975469 0.007487184 0.007526485 0.007531815 0.007493524 0.007666165 0.007386263 0.007525834 0.007528101 0.003474057 0.004965467 0.004965467 0.004965467 0.004791217 0.004909166 0.004926723 0.004758613 0.418103292 0.004917957 0.004791217 0.004791217 0.004791217 0.004791217 0.004791217 0.004087882 0.003807047 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004093138 0.004087882 0.003955096 0.003815228 0.004087882 0.004206746 0.004087882 0.004087882 0.003782496 0.004088016 0.004088016 0.004064227 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.003644238 0.004088016 0.004088016 0.004088016 0.003932713 0.003371862 0.003372751 0.004088016 0.004088016 0.004088016 0.004088064 0.004088064 0.004088064 0.004064251 0.004206965 0.004064251 0.004088064 0.003943079 0.004088064 0.004088064 0.004088064 0.003643632 0.004088064 0.004206965 0.004206965 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.003932031 0.004064251 0.004088064
0.016333831 0.003642048 0.003639225 0.003631173 0.008041476 0.007520628 0.003386242 0.007565020 0.007529056 0.007714671 0.007415169 0.007567140 0.007566743 0.003299134 0.004772450 0.004772450 0.004772450 0.004602796 0.004696443 0.004715226 0.004458230 0.004772450 0.430703865 0.004602796 0.004602796 0.004602796 0.004602796 0.004602796 0.003862054 0.003535587 0.003862054 0.003862054 0.003862054 0.003862054 0.003862054 0.003862054 0.003862054 0.003862054 0.003862054 0.003862054 0.003862054 0.003862054 0.003862054 0.003862054 0.003862054 0.003837458 0.003862054 0.003670904 0.003820278 0.003862054 0.003973348 0.003862054 0.003862054 0.003785397 0.003861672 0.003861672 0.003805819 0.003861672 0.003861672 0.003861672 0.003861672 0.003861672 0.003861672 0.003861672 0.003861672 0.003343276 0.003861672 0.003861672 0.003861672 0.003646806 0.003365937 0.002951764 0.003861672 0.003861672 0.003861672 0.003861479 0.003861479 0.003861479 0.003805515 0.003972748 0.003805515 0.003861479 0.003694788 0.003861479 0.003861479 0.003861479 0.003342248 0.003861479 0.003972748 0.003972748 0.003861479 0.003861479 0.003861479 0.003861479 0.003861479 0.003861479 0.003861479 0.003861479 0.003861479 0.003646080 0.003805515 0.003861479
0.015485655 0.004025106 0.004034221 0.004018875 0.007940237 0.007462310 0.007508703 0.007513679 0.007476009 0.007640696 0.007369355 0.007505063 0.007510452 0.008504821 0.004929627 0.004929627 0.004929627 0.005032792 0.004871845 0.004888860 0.004712481 0.004929627 0.004880150 0.406570901 0.005032792 0.005032792 0.005032792 0.005032792 0.004364187 0.004134405 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004095430 0.004364187 0.003959558 0.003820740 0.004364187 0.004207798 0.004364187 0.004364187 0.003789896 0.004364373 0.004364373 0.004067991 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004005096 0.004364373 0.004364373 0.004364373 0.003938061 0.003385576 0.003386709 0.004364373 0.004364373 0.004364373 0.004363894 0.004363894 0.004363894 0.004067023 0.004207453 0.004067023 0.004363894 0.004242690 0.004363894 0.004363894 0.004363894 0.004003941 0.004363894 0.004207453 0.004207453 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.003936331 0.004067023 0.004363894
0.015485655 0.004025106 0.004034221 0.004018875 0.007940237 0.007462310 0.007508703 0.007513679 0.007476009 0.007640696 0.007369355 0.007505063 0.007510452 0.008504821 0.004929627 0.004929627 0.004929627 0.005032792 0.004871845 0.004888860 0.004712481 0.004929627 0.004880150 0.005032792 0.406570901 0.005032792 0.005032792 0.005032792 0.004364187 0.004134405 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004095430 0.004364187 0.003959558 0.003820740 0.004364187 0.004207798 0.004364187 0.004364187 0.003789896 0.004364373 0.004364373 0.004067991 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004005096 0.004364373 0.004364373 0.004364373 0.003938061 0.003385576 0.003386709 0.004364373 0.004364373 0.004364373 0.004363894 0.004363894 0.004363894 0.004067023 0.004207453 0.004067023 0.004363894 0.004242690 0.004363894 0.004363894 0.004363894 0.004003941 0.004363894 0.004207453 0.004207453 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.003936331 0.004067023 0.004363894
0.015485655 0.004025106 0.004034221 0.004018875 0.007940237 0.007462310 0.007508703 0.007513679 0.007476009 0.007640696 0.007369355 0.007505063 0.007510452 0.008504821 0.004929627 0.004929627 0.004929627 0.005032792 0.004871845 0.004888860 0.004712481 0.004929627 0.004880150 0.005032792 0.005032792 0.406570901 0.005032792 0.005032792 0.004364187 0.004134405 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004095430 0.004364187 0.003959558 0.003820740 0.004364187 0.004207798 0.004364187 0.004364187 0.003789896 0.004364373 0.004364373 0.004067991 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004005096 0.004364373 0.004364373 0.004364373 0.003938061 0.003385576 0.003386709 0.004364373 0.004364373 0.004364373 0.004363894 0.004363894 0.004363894 0.004067023 0.004207453 0.004067023 0.004363894 0.004242690 0.004363894 0.004363894 0.004363894 0.004003941 0.004363894 0.004207453 0.004207453 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.003936331 0.004067023 0.004363894
0.015485655 0.004025106 0.004034221 0.004018875 0.007940237 0.007462310 0.007508703 0.007513679 0.007476009 0.007640696 0.007369355 0.007505063 0.007510452 0.008504821 0.004929627 0.004929627 0.004929627 0.005032792 0.004871845 0.004888860 0.004712481 0.004929627 0.004880150 0.005032792 0.005032792 0.005032792 0.406570901 0.005032792 0.004364187 0.004134405 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004095430 0.004364187 0.003959558 0.003820740 0.004364187 0.004207798 0.004364187 0.004364187 0.003789896 0.004364373 0.004364373 0.004067991 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004005096 0.004364373 0.004364373 0.004364373 0.003938061 0.003385576 0.003386709 0.004364373 0.004364373 0.004364373 0.004363894 0.004363894 0.004363894 0.004067023 0.004207453 0.004067023 0.004363894 0.004242690 0.004363894 0.004363894 0.004363894 0.004003941 0.004363894 0.004207453 0.004207453 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.003936331 0.004067023 0.004363894
0.015485655 0.004025106 0.004034221 0.004018875 0.007940237 0.007462310 0.007508703 0.007513679 0.007476009 0.007640696 0.007369355 0.007505063 0.007510452 0.008504821 0.004929627 0.004929627 0.004929627 0.005032792 0.004871845 0.004888860 0.004712481 0.004929627 0.004880150 0.005032792 0.005032792 0.005032792 0.005032792 0.406570901 0.004364187 0.004134405 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004095430 0.004364187 0.003959558 0.003820740 0.004364187 0.004207798 0.004364187 0.004364187 0.003789896 0.004364373 0.004364373 0.004067991 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004005096 0.004364373 0.004364373 0.004364373 0.003938061 0.003385576 0.003386709 0.004364373 0.004364373 0.004364373 0.004363894 0.004363894 0.004363894 0.004067023 0.004207453 0.004067023 0.004363894 0.004242690 0.004363894 0.004363894 0.004363894 0.004003941 0.004363894 0.004207453 0.004207453 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.003936331 0.004067023 0.004363894
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.407150095 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.003632764 0.012679360 0.003583899 0.003573137 0.003360378 0.007481620 0.007540230 0.007538765 0.007514871 0.007697822 0.007399217 0.003362169 0.007547365 0.008696564 0.003687919 0.003687919 0.003687919 0.003892584 0.003519473 0.003538138 0.003217016 0.003687919 0.003529376 0.003892584 0.003892584 0.003892584 0.003892584 0.003892584 0.004404546 0.431218329 0.004404546 0.004404546 0.004404546 0.004404546 0.004404546 0.004404546 0.004404546 0.004404546 0.004404546 0.004404546 0.004404546 0.004404546 0.004404546 0.004404546 0.004404546 0.004128860 0.004404546 0.004281635 0.003856096 0.004404546 0.004240031 0.004404546 0.004404546 0.004182767 0.003890030 0.003890030 0.003790558 0.003890030 0.003890030 0.003890030 0.003890030 0.003890030 0.003890030 0.003890030 0.003890030 0.003709429 0.003890030 0.003890030 0.003890030 0.003631423 0.002935870 0.003349662 0.003890030 0.003890030 0.003890030 0.003889782 0.003889782 0.003889782 0.003790131 0.003684419 0.003790131 0.003889782 0.003999352 0.003889782 0.003889782 0.003889782 0.003708839 0.003889782 0.003684419 0.003684419 0.003889782 0.003889782 0.003889782 0.003889782 0.003889782 0.003889782 0.003889782 0.003889782 0.003889782 0.003631039 0.003790131 0.003889782
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.407150095 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.407150095 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.407150095 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.407150095 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.407150095 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.407150095 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.407150095 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.407150095 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.407150095 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.407150095 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.407150095 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.407150095 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.407150095 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
